01/19/2026,Support Name,LINK_ID,ORDER ID,LÍ DO REPRINT,NOTE (TEAM GANGSHEET NOTE LÊN ĐỂ IN),LOẠI ÁO,SIZE,COLOR,HÃNG ÁO,MACHINE #,AI LÀM SAI,LÝ DO LỖI,NOTE,STATUS (GANGSHEET),,Finished date
100,Vinh ,https://qr.pressify.ú/2483410,2483410,Áo lủng,"In lại 1 áo HOODIE BLACK L, return support",Hoodie,L,Black,,,,áo lủng tay,,completed ,,01/19/2026
101,Vinh ,https://qr.pressify.ú/2483057,2483057,ép sai,"in lại item 2, return support",T shirt,3XL,Sand,,,Tài,ép sai mặt,,completed ,,01/19/2026
102,Vinh ,https://qr.pressify.ú/2481622,2481622,lỗi opacity,fix opacity mặt back,T shirt,M,Black,,,,nét mỏng,,completed ,,01/19/2026
103,Vinh ,https://qr.pressify.ú/2484104,2484104,Design viền mỏng ,tăng white base lên,T shirt,S,Black,,,,viền mỏng,,completed ,,01/19/2026
104,Vinh ,https://qr.pressify.ú/2484355,2484355,mẫu in lỗi,In lại ITEM 2 RETURN SUPPORT,,,,,,,Sọc,,completed ,,01/19/2026
105,Vinh ,https://qr.pressify.ú/2483173,2483173,ép lỗi,,Sweatshirt,XL,Forest Green,,,Gustavo,ép méo,,completed ,,01/19/2026
106,Hoa,https://qr.pressify.ú/2484296,2484296,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
107,Hoa,https://qr.pressify.ú/2484303,2484303,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
108,Hoa,https://qr.pressify.ú/2484267,2484267,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
109,Hoa,https://qr.pressify.ú/2484271,2484271,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
110,Hoa,https://qr.pressify.ú/2484276,2484276,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
111,Hoa,https://qr.pressify.ú/2484298,2484298,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
112,Hoa,https://qr.pressify.ú/2484270,2484270,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
113,Hoa,https://qr.pressify.ú/2478767,2478767,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
114,Hoa,https://qr.pressify.ú/2484386,2484386,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
115,Hoa,https://qr.pressify.ú/2478834,2478834,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
116,Hoa,https://qr.pressify.ú/2484352,2484352,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
117,Hoa,https://qr.pressify.ú/2484409,2484409,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
118,Hoa,https://qr.pressify.ú/2484447,2484447,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
119,Hoa,https://qr.pressify.ú/2483880,2483880,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
120,Hoa,https://qr.pressify.ú/2484269,2484269,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
121,Vinh ,https://qr.pressify.ú/2483118,2483118,Áo dơ,,T shirt,M,White,,,,dơ,,completed ,,01/19/2026
122,Vinh ,https://qr.pressify.ú/2482911,2482911,Design viền mỏng ,fix nét back 2 áo dày lên tí tăng white base lên,T shirt,S,Black,,,,,,completed ,,01/19/2026
123,Vinh ,,,Design viền mỏng ,,Hoodie,M,Black,,,,,,completed ,,01/19/2026
124,Vinh ,https://qr.pressify.ú/2481575,2481575,pick sai áo,"in lại áo t-shirt Sand S, return support",T shirt,XL,Black,,,Natali,pick sai áo,Thanh Nguyen pick,completed ,,01/19/2026
125,Vinh ,https://qr.pressify.ú/2482201,2482201,lỗi opacity,in lại item 1 và 2 fix opacity RETURN SUPPORT,T shirt,XL,Black,,,,lỗi opacity,,completed ,,01/19/2026
126,Vinh ,,,lỗi opacity,,T shirt,XL,Black,,,,,,completed ,,01/19/2026
127,Vinh ,https://qr.pressify.ú/2483925,2483925,ép lỗi,,Hoodie,M,Sand,,,Cesar,ép méo font,,completed ,,01/19/2026
128,Vinh ,https://qr.pressify.ú/2484805,2484805,pick sai áo,"item sai, in lại item 2",Sweatshirt,L,Maroon,,,An,pick sai áo,Lien Tran pick,completed ,,01/19/2026
129,Vinh ,https://qr.pressify.ú/2484553,2484553,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
130,Vinh ,https://qr.pressify.ú/2484353,2484353,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
131,Vinh ,https://qr.pressify.ú/2483790,2483790,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
132,Vinh ,https://qr.pressify.ú/2484367,2484367,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
133,Vinh ,https://qr.pressify.ú/2485096,2485096,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
134,Vinh ,https://qr.pressify.ú/2484400,2484400,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
135,,https://qr.pressify.ú/2484368,2484368,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
136,Vinh ,https://qr.pressify.ú/2484588,2484588,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
137,Vinh ,https://qr.pressify.ú/2485382,2485382,Design viền mỏng ,"in lại item 1,  tăng white base lên, return support",Hoodie,S,Dark Heather,,,,,,completed ,,01/19/2026
138,Vinh ,https://qr.pressify.ú/2484167,2484167,Design viền mỏng ,tăng white base lên,T shirt,M,Black,,,,,,completed ,,01/19/2026
139,Vinh ,https://qr.pressify.ú/2484100,2484100,Áo lủng,,Sweatshirt,2XL,Red,,,,áo lủng,,completed ,,01/19/2026
140,Vinh ,https://qr.pressify.ú/2481288,2481288,Design viền mỏng ,fix dày viền và tăng white base lên,T shirt,XL,Black,,,,mất viền,,completed ,,01/19/2026
141,Vinh ,https://qr.pressify.ú/2484113,2484113,In lệch màu,in màu đậm như mockup,Sweatshirt,L,Light Pink,,,,màu nhạt,,completed ,,01/19/2026
142,Vinh ,,,In lệch màu,,Sweatshirt,M,Light Pink,,,,,,completed ,,01/19/2026
143,Vinh ,https://qr.pressify.ú/2484169,2484169,Áo lủng,,T shirt,XL,Ash,,,,,,completed ,,01/19/2026
144,Vinh ,https://qr.pressify.ú/2484665,2484665,Design viền mỏng ,fix dày viền và tăng white base lên,,,,,,,,,completed ,,01/19/2026
145,Vinh ,https://qr.pressify.ú/2484502,2484502,Áo dơ,,Sweatshirt,XL,Sand,,,,áo dơ tẩy ko ra,,completed ,,01/19/2026
146,Vinh ,https://qr.pressify.ú/2484048,2484048,OVERSIZE,in lại 2 áo thu nhỏ lại 2 inch,,,,,,,,,completed ,,01/19/2026
147,Vinh ,https://qr.pressify.ú/2485595,2485595,OVERSIZE, thu nhỏ lại 2 inch,,,,,,,,,completed ,,01/19/2026
148,Vinh ,https://qr.pressify.ú/2483557,2483557,"Film Lỗi ( tróc, rách)",,,,,,,,mẫu trầy,,completed ,,01/19/2026
149,Vinh ,https://qr.pressify.ú/2483866,2483866,"Film Lỗi ( tróc, rách)",,,,,,,,mẫu trầy,,completed ,,01/19/2026
150,Vinh ,https://qr.pressify.ú/2485009,2485009,Design viền mỏng ,tăng white base lên,,,,,,,,,completed ,,01/19/2026
151,Vinh ,https://qr.pressify.ú/2485685,2485685,In lệch màu,in lại đậm như mockup,,,,,,,,,completed ,,01/19/2026
152,Vinh ,https://qr.pressify.ú/2485672,2485672,In lệch màu,in lại đậm như mockup,,,,,,,,,completed ,,01/19/2026
153,Vinh ,https://qr.pressify.ú/2481692,2481692,Design viền mỏng ,tăng white base lên,,,,,,,,,completed ,,01/19/2026
154,Vinh ,https://qr.pressify.ú/2484857,2484857,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
155,Vinh ,https://qr.pressify.ú/2484712,2484712,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
156,Vinh ,https://qr.pressify.ú/2483740,2483740,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
157,Vinh ,https://qr.pressify.ú/2485594,2485594,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
158,Vinh ,https://qr.pressify.ú/2485135,2485135,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
159,Vinh ,https://qr.pressify.ú/2485118,2485118,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
160,Vinh ,https://qr.pressify.ú/2485122,2485122,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
161,Vinh ,https://qr.pressify.ú/2485140,2485140,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
162,Vinh ,https://qr.pressify.ú/2484707,2484707,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
163,Vinh ,https://qr.pressify.ú/2485016,2485016,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
164,Vinh ,https://qr.pressify.ú/2485222,2485222,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
165,Vinh ,https://qr.pressify.ú/2484696,2484696,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
166,Vinh ,https://qr.pressify.ú/2485659,2485659,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
167,Vinh ,https://qr.pressify.ú/2484703,2484703,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
168,Vinh ,https://qr.pressify.ú/2485596,2485596,mẫu in lỗi,"IN HQ lại item 2, return support",,,,,,,Sọc,,completed ,,01/19/2026
169,Vinh ,https://qr.pressify.ú/2485848,2485848,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
170,Vinh ,https://qr.pressify.ú/2484334,2484334,In lệch màu,in lại đậm như mockup,T shirt,L,Black,,,,màu nhạt,,completed ,,01/19/2026
171,Vinh ,https://qr.pressify.ú/2484342,2484342,ép lỗi,,T shirt,XL,Black,,,Antonio,ép xéo,,completed ,,01/19/2026
172,Vinh ,https://qr.pressify.ú/2484860,2484860,Design viền mỏng ,"viền mỏng, tăng white base lên",,,,,,,viền mỏng,,completed ,,01/19/2026
173,Vinh ,https://qr.pressify.ú/2485718,2485718,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
174,Vinh ,https://qr.pressify.ú/2485719,2485719,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
175,Vinh ,https://qr.pressify.ú/2486030,2486030,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
176,Vinh ,https://qr.pressify.ú/2484733,2484733,ép lỗi,,T shirt,L,Light Pink,,,Greyli,ÉP KẸP VẢI,,completed ,,01/19/2026
177,Vinh ,https://qr.pressify.ú/2484268,2484268,Design viền mỏng ,tăng white base,T shirt,L,Black,,,,bị mờ nét,,completed ,,01/19/2026
178,Vinh ,https://qr.pressify.ú/2484280,2484280,ép lỗi,,T shirt,L,Black,,,Greyli,ép kẹp vải,,completed ,,01/19/2026
179,Vinh ,https://qr.pressify.ú/2486168,2486168,mẫu in lỗi,IN HQ,,,,,,,Sọc,,completed ,,01/19/2026
180,Vinh ,https://qr.pressify.ú/2484652,2484652,Design viền mỏng ,tăng white base lên,Hoodie,L,Navy,,,,bị mờ nét,,completed ,,01/19/2026
181,Vinh ,https://qr.pressify.ú/2484649,2484649,Design viền mỏng ,tăng white base lên,Hoodie,2XL,Forest Green,,,,bị mờ nét,,completed ,,01/19/2026
182,Vinh ,https://qr.pressify.ú/2484655,2484655,Design viền mỏng ,tăng white base lên,Hoodie,3XL,Navy,,,,bị mờ nét,,completed ,,01/19/2026
183,Vinh ,https://qr.pressify.ú/2484654,2484654,Design viền mỏng ,tăng white base lên,Hoodie,L,Black,,,,bị mờ nét,,completed ,,01/19/2026
184,Vinh ,https://qr.pressify.ú/2484639,2484639,Áo lủng,,Hoodie,L,Sand,,,,áo lủng,,completed ,,01/19/2026
185,Vinh ,https://qr.pressify.ú/2485600,2485600,ép sai,In lại áo SWEAT NAVY L RETURN SUPPORT,Sweatshirt,L,Black,,,Cesar,Ép mẫu áo NAVY qua Áo BLACK,,completed ,,01/19/2026
186,Phoebe,,2484296,Design Lỗi,"fix opacity, RETURN SUPPORT Phoebe",,,,,,,,,completed ,,01/19/2026
187,Hoa,https://qr.pressify.ú/2484352,2484352,pick sai áo,In lại ITEM 1 RETURN SUPPORT Check lấy áo Gildan,Hoodie,XL,Black,,,,,,completed ,,01/19/2026
188,Hoa,https://qr.pressify.ú/2483992,2483992,Áo lủng,,Hoodie,XL,Forest Green,,,,,,completed ,,01/19/2026
189,Hoa,https://qr.pressify.ú/2485387,2485387,"Film Lỗi ( tróc, rách)",,Hoodie,S,Black,,,,lỗi Front,,completed ,,01/19/2026
190,Hoa,https://qr.pressify.ú/2484710,2484710,"Film Lỗi ( tróc, rách)",,Sweatshirt,XL,Black,,,,,,completed ,,01/19/2026
191,Hoa,https://qr.pressify.ú/2485009,2485009,"Film Lỗi ( tróc, rách)",Fix nét FRONT dày lên tăng white base lên,T shirt,XL,Black,,,,,,completed ,,01/19/2026
192,Hoa,https://qr.pressify.ú/2484989,2484989,Design viền mỏng ,Fix nét FRONT dày lên tăng white base lên,T shirt,M,Black,,,,,,completed ,,01/19/2026
193,Hoa,https://qr.pressify.ú/2484988,2484988,Design viền mỏng ,Fix nét hàng chữ dưới BACK dày lên,Sweatshirt,L,Forest Green,,,,,,completed ,,01/19/2026
194,Hoa,https://qr.pressify.ú/2485806,2485806,mẫu in lỗi,,,,,,,,bột,,completed ,,01/19/2026
195,Vinh ,https://qr.pressify.ú/2485138,2485138,Áo lủng,,T shirt,XL,Sand,,,,,,completed ,,01/19/2026
